Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
11/19/19,45,PM2.5,Newark Firehouse,34-013-0003,AQS,6,28,.,45,30
11/20/19,43,PM2.5,Fort Lee Near Road,34-003-0010,AQS,5,31,.,43,26
11/21/19,52,PM2.5,Fort Lee Near Road,34-003-0010,AQS,11,33,.,52,42
11/22/19,52,PM2.5,Fort Lee Near Road,34-003-0010,AQS,10,27,.,52,36
11/23/19,36,PM2.5,Jersey City Firehouse,34-017-1003,AQS,13,32,9,36,35
11/24/19,34,PM2.5,Fort Lee Near Road,34-003-0010,AQS,13,30,.,34,34
11/25/19,71,PM2.5,Jersey City Firehouse,34-017-1003,AQS,10,26,.,71,42
11/26/19,92,PM2.5,Jersey City Firehouse,34-017-1003,AQS,11,32,19,92,63
11/27/19,73,PM2.5,Jersey City Firehouse,34-017-1003,AQS,22,32,.,73,70
11/28/19,30,Ozone,MT NINHAM,36-079-0005,AQS,5,30,.,23,9
11/29/19,29,Ozone,MT NINHAM,36-079-0005,AQS,3,29,5,18,21
11/30/19,38,NO2,Elizabeth Lab,34-039-0004,AQS,6,34,5,28,38
12/1/19,37,PM2.5,Rutgers University,34-023-0011,AQS,6,31,.,37,35
12/2/19,36,NO2,Queens College Near Road,36-081-0125,AQS,5,33,6,21,36
12/3/19,41,NO2,Fort Lee Near Road,34-003-0010,AQS,6,36,.,32,41
12/4/19,57,PM2.5,IS 52,36-005-0110,AQS,8,26,.,57,36
12/5/19,36,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,31,11,36,31
12/6/19,44,NO2,Fort Lee Near Road,34-003-0010,AQS,13,29,.,38,44
12/7/19,35,PM2.5,FRESHKILLS WEST,36-085-0111,AQS,5,31,.,35,32
12/8/19,42,NO2,Elizabeth Lab,34-039-0004,AQS,13,30,9,38,42
12/9/19,51,NO2,Elizabeth Lab,34-039-0004,AQS,15,28,.,43,51
12/10/19,48,PM2.5,Newark Firehouse,34-013-0003,AQS,10,26,.,48,25
12/11/19,33,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,28,13,33,30
12/12/19,51,PM2.5,PS 274,36-047-0118,AQS,10,29,.,51,46
12/13/19,65,PM2.5,Elizabeth Lab,34-039-0004,AQS,14,30,.,65,60
12/14/19,40,NO2,QUEENS COLLEGE 2,36-081-0124,AQS,9,30,4,30,40
12/15/19,37,PM2.5,Intermediate School 143,36-061-0115,AQS,5,28,.,37,19
12/16/19,74,PM2.5,Toms River,34-029-2002,AQS,7,28,.,74,42
12/17/19,50,PM2.5,Rutgers University,34-023-0011,AQS,8,31,7,50,42
12/18/19,39,NO2,Bayonne,34-017-0006,AQS,5,33,.,35,39
12/19/19,58,PM2.5,PS 274,36-047-0118,AQS,5,31,.,58,23
12/20/19,45,PM2.5,PS 274,36-047-0118,AQS,7,32,14,45,36
12/21/19,58,PM2.5,Elizabeth Lab,34-039-0004,AQS,11,24,.,58,44
12/22/19,95,PM2.5,IS 52,36-005-0110,AQS,13,24,.,95,42
12/23/19,85,PM2.5,Elizabeth Lab,34-039-0004,AQS,15,31,40,85,48
12/24/19,65,PM2.5,Flemington,34-019-0001,AQS,10,31,.,65,42
12/25/19,61,PM2.5,Flemington,34-019-0001,AQS,15,30,.,61,45
12/26/19,79,PM2.5,Flemington,34-019-0001,AQS,19,26,29,79,47
12/27/19,58,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,28,.,58,47
12/28/19,64,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,26,.,64,32
12/29/19,62,PM2.5,Flemington,34-019-0001,AQS,13,27,19,62,39
12/30/19,39,NO2,Elizabeth Lab,34-039-0004,AQS,6,31,.,21,39
12/31/19,35,PM2.5,Fort Lee Near Road,34-003-0010,AQS,9,28,.,35,32
