Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
11/18/17,52,PM2.5,Paterson,34-031-0005,AQS,11,36,15,52,51
11/19/17,36,Ozone,BABYLON,36-103-0002,AQS,7,36,.,33,23
11/20/17,33,PM2.5,Rutgers University,34-023-0011,AQS,5,33,.,33,29
11/21/17,55,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,34,18,55,45
11/22/17,65,NO2,Elizabeth Lab,34-039-0004,AQS,18,29,.,57,65
11/23/17,39,PM2.5,HOLTSVILLE,36-103-0009,AQS,6,32,.,39,32
11/24/17,63,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,29,14,63,40
11/25/17,66,PM2.5,Flemington,34-019-0001,AQS,10,34,.,66,42
11/26/17,31,PM2.5,HOLTSVILLE,36-103-0009,AQS,9,31,.,31,30
11/27/17,44,PM2.5,Flemington,34-019-0001,AQS,5,32,12,44,38
11/28/17,52,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,36,.,52,44
11/29/17,43,PM2.5,Jersey City Firehouse,34-017-1003,AQS,7,34,.,43,37
11/30/17,68,PM2.5,PS 19,36-061-0128,AQS,9,28,20,68,46
12/1/17,49,PM2.5,Fort Lee Near Road,34-003-0010,AQS,8,27,.,49,37
12/2/17,62,PM2.5,PS 19,36-061-0128,AQS,15,24,.,62,50
12/3/17,97,PM2.5,PS 19,36-061-0128,AQS,13,21,25,97,39
12/4/17,101,PM2.5,Elizabeth Lab,34-039-0004,AQS,20,31,.,101,69
12/5/17,50,PM2.5,Fort Lee Near Road,34-003-0010,AQS,6,35,.,50,43
12/6/17,55,PM2.5,DIVISION STREET,36-061-0134,AQS,5,31,6,55,32
12/7/17,52,PM2.5,PS 19,36-061-0128,AQS,7,32,.,52,37
12/8/17,48,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,25,.,48,32
12/9/17,54,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,25,16,54,30
12/10/17,58,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,25,.,58,31
12/11/17,58,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,26,.,58,55
12/12/17,53,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,32,15,53,39
12/13/17,36,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,33,.,36,27
12/14/17,48,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,35,.,48,45
12/15/17,91,NO2,Fort Lee Near Road,34-003-0010,AQS,11,31,19,53,91
12/16/17,80,PM2.5,PS 19,36-061-0128,AQS,6,31,.,80,31
12/17/17,57,PM2.5,Elizabeth Lab,34-039-0004,AQS,9,32,.,57,41
12/18/17,74,PM2.5,Elizabeth Lab,34-039-0004,AQS,10,23,29,74,66
12/19/17,69,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,29,.,69,54
12/20/17,41,PM2.5,Intermediate School 143,36-061-0115,AQS,7,34,.,41,34
12/21/17,67,NO2,Fort Lee Near Road,34-003-0010,AQS,6,29,13,44,67
12/22/17,76,NO2,Fort Lee Near Road,34-003-0010,AQS,16,23,.,66,76
12/23/17,68,PM2.5,Elizabeth Lab,34-039-0004,AQS,18,25,.,68,40
12/24/17,35,PM2.5,CCNY,36-061-0135,AQS,10,32,6,35,20
12/25/17,44,PM2.5,Intermediate School 143,36-061-0115,AQS,8,32,.,44,21
12/26/17,44,PM2.5,HOLTSVILLE,36-103-0009,AQS,7,34,.,44,35
12/27/17,53,PM2.5,Intermediate School 143,36-061-0115,AQS,7,36,13,53,31
12/28/17,60,NO2,Fort Lee Near Road,34-003-0010,AQS,6,36,.,41,60
12/29/17,50,PM2.5,Intermediate School 143,36-061-0115,AQS,6,34,.,50,34
12/30/17,64,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,28,17,64,42
12/31/17,45,PM2.5,Intermediate School 143,36-061-0115,AQS,7,36,.,45,23
