Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
11/18/20,33,PM2.5,Fort Lee Near Road,34-003-0010,AQS,3,32,.,33,31
11/19/20,40,NO2,Bayonne,34-017-0006,AQS,6,31,.,37,40
11/20/20,51,PM2.5,Flemington,34-019-0001,AQS,6,33,.,51,42
11/21/20,57,PM2.5,Rutgers University,34-023-0011,AQS,6,34,.,57,37
11/22/20,32,PM2.5,IS 52,36-005-0110,AQS,5,32,.,32,21
11/23/20,40,NO2,Elizabeth Lab,34-039-0004,AQS,5,31,13,39,40
11/24/20,35,PM2.5,Queens College Near Road,36-081-0125,AQS,8,28,.,35,34
11/25/20,43,PM2.5,Elizabeth Lab,34-039-0004,AQS,8,28,.,43,43
11/26/20,40,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,34,.,40,34
11/27/20,42,PM2.5,EISENHOWER PARK,36-059-0005,AQS,8,25,.,42,32
11/28/20,34,PM2.5,Elizabeth Lab,34-039-0004,AQS,7,27,.,34,30
11/29/20,55,PM2.5,Flemington,34-019-0001,AQS,7,29,11,55,36
11/30/20,45,PM2.5,Flemington,34-019-0001,AQS,9,31,.,45,45
12/1/20,44,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,25,.,44,27
12/2/20,31,Ozone,MT NINHAM,36-079-0005,AQS,2,31,6,29,25
12/3/20,40,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,29,.,40,40
12/4/20,47,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,23,.,47,35
12/5/20,46,PM2.5,RICHMOND POST OFFICE,36-085-0055,AQS,6,24,6,46,34
12/6/20,31,Ozone,Chester,34-027-3001,AQS,2,31,.,20,14
12/7/20,41,NO2,Fort Lee Near Road,34-003-0010,AQS,6,31,.,26,41
12/8/20,31,NO2,Bayonne,34-017-0006,AQS,3,29,6,30,31
12/9/20,56,PM2.5,Elizabeth Lab,34-039-0004,AQS,6,23,.,56,37
12/10/20,48,PM2.5,Elizabeth Lab,34-039-0004,AQS,11,29,.,48,42
12/11/20,69,PM2.5,Elizabeth Lab,34-039-0004,AQS,16,30,25,69,53
12/12/20,127,PM2.5,Newark Firehouse,34-013-0003,AQS,17,34,.,127,52
12/13/20,63,PM2.5,Rahway,34-039-2003,AQS,14,29,.,63,35
12/14/20,33,PM2.5,Jersey City Firehouse,34-017-1003,AQS,6,25,4,33,27
12/15/20,30,PM2.5,Intermediate School 143,36-061-0115,AQS,5,28,.,30,29
12/16/20,36,NO2,Elizabeth Lab,34-039-0004,AQS,5,31,.,27,36
12/17/20,33,Ozone,Chester,34-027-3001,AQS,3,33,6,30,31
12/18/20,45,NO2,Fort Lee Near Road,34-003-0010,AQS,7,32,.,41,45
12/19/20,60,PM2.5,NEWBURGH,36-071-0002,AQS,9,28,.,60,47
12/20/20,77,PM2.5,Flemington,34-019-0001,AQS,9,16,.,77,42
12/21/20,85,PM2.5,Flemington,34-019-0001,AQS,11,25,.,85,46
12/22/20,71,PM2.5,Fort Lee Near Road,34-003-0010,AQS,7,33,.,71,31
12/23/20,38,PM2.5,Newark Firehouse,34-013-0003,AQS,7,31,10,38,37
12/24/20,54,PM2.5,Toms River,34-029-2002,AQS,7,34,.,54,41
12/25/20,48,PM2.5,CCNY,36-061-0135,AQS,5,38,.,48,12
12/26/20,50,PM2.5,Elizabeth Lab,34-039-0004,AQS,3,23,8,50,14
12/27/20,55,PM2.5,EISENHOWER PARK,36-059-0005,AQS,6,29,.,55,36
12/28/20,55,PM2.5,Flemington,34-019-0001,AQS,6,30,.,55,42
12/29/20,51,PM2.5,NEWBURGH,36-071-0002,AQS,7,34,8,51,33
12/30/20,45,PM2.5,Elizabeth Lab,34-039-0004,AQS,5,32,.,45,41
12/31/20,51,PM2.5,Intermediate School 143,36-061-0115,AQS,5,28,.,51,34
